timestamp,symbol,harmony,decision,action,planet
2020-01-01T00:00:00+00:00,ATOM,0.515,BLOCK,,H:0.52<0.55
2020-01-01T00:00:00+00:00,ETH,0.515,BLOCK,,H:0.52<0.55
2020-01-01T00:00:00+00:00,XRP,0.515,BLOCK,,H:0.52<0.55
2020-01-01T00:00:00+00:00,ETC,0.515,BLOCK,,H:0.52<0.55
2020-01-01T00:00:00+00:00,TRX,0.515,BLOCK,,H:0.52<0.55
2020-01-01T00:00:00+00:00,XLM,0.515,BLOCK,,H:0.52<0.55
2020-01-01T00:00:00+00:00,FIL,0.515,BLOCK,,H:0.52<0.55
2020-01-01T00:00:00+00:00,ADA,0.515,BLOCK,,H:0.52<0.55
2020-01-01T00:00:00+00:00,LTC,0.515,BLOCK,,H:0.52<0.55
2020-01-01T00:00:00+00:00,DOGE,0.545,BLOCK,,H:0.55<0.55
2020-01-01T00:00:00+00:00,LINK,0.515,BLOCK,,H:0.52<0.55
2020-01-01T00:00:00+00:00,ALGO,0.515,BLOCK,,H:0.52<0.55
2020-01-01T00:00:00+00:00,BTC,0.515,BLOCK,,H:0.52<0.55
2020-01-01T00:00:00+00:00,VET,0.515,BLOCK,,H:0.52<0.55
2020-01-01T00:00:00+00:00,UNI,0.515,BLOCK,,H:0.52<0.55
2020-01-01T00:00:00+00:00,MATIC,0.515,BLOCK,,H:0.52<0.55
2020-01-01T23:00:00+00:00,AIR,0.515,BLOCK,,H:0.52<0.55
2020-01-02T00:00:00+00:00,ATOM,0.515,BLOCK,,H:0.52<0.55
2020-01-02T00:00:00+00:00,ETH,0.515,BLOCK,,H:0.52<0.55
2020-01-02T00:00:00+00:00,XRP,0.515,BLOCK,,H:0.52<0.55
2020-01-02T00:00:00+00:00,ETC,0.515,BLOCK,,H:0.52<0.55
2020-01-02T00:00:00+00:00,TRX,0.515,BLOCK,,H:0.52<0.55
2020-01-02T00:00:00+00:00,XLM,0.515,BLOCK,,H:0.52<0.55
2020-01-02T00:00:00+00:00,FIL,0.515,BLOCK,,H:0.52<0.55
2020-01-02T00:00:00+00:00,ADA,0.515,BLOCK,,H:0.52<0.55
2020-01-02T00:00:00+00:00,LTC,0.515,BLOCK,,H:0.52<0.55
2020-01-02T00:00:00+00:00,DOGE,0.545,BLOCK,,H:0.55<0.55
2020-01-02T00:00:00+00:00,LINK,0.515,BLOCK,,H:0.52<0.55
2020-01-02T00:00:00+00:00,ALGO,0.515,BLOCK,,H:0.52<0.55
2020-01-02T00:00:00+00:00,BTC,0.515,BLOCK,,H:0.52<0.55
2020-01-02T00:00:00+00:00,VET,0.515,BLOCK,,H:0.52<0.55
2020-01-02T00:00:00+00:00,UNI,0.515,BLOCK,,H:0.52<0.55
2020-01-02T00:00:00+00:00,MATIC,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,VTI,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,ASML,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,AAPL,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,TTE,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,MSFT,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,ZM,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,EFA,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,GLD,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,AMD,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,SAP,0.545,BLOCK,,H:0.55<0.55
2020-01-02T05:00:00+00:00,META,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,ADBE,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,TLT,0.545,BLOCK,,H:0.55<0.55
2020-01-02T05:00:00+00:00,CRM,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,SHEL,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,IWM,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,USO,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,ROKU,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,ORCL,0.545,BLOCK,,H:0.55<0.55
2020-01-02T05:00:00+00:00,NVDA,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,TSLA,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,INTC,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,GOOGL,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,EEM,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,SPY,0.515,BLOCK,,H:0.52<0.55
2020-01-02T05:00:00+00:00,PYPL,0.515,BLOCK,,H:0.52<0.55
2020-01-02T06:00:00+00:00,VIX,0.515,BLOCK,,H:0.52<0.55
2020-01-02T23:00:00+00:00,AIR,0.515,BLOCK,,H:0.52<0.55
2020-01-02T23:00:00+00:00,ROG,0.515,BLOCK,,H:0.52<0.55
2020-01-02T23:00:00+00:00,NESN,0.515,BLOCK,,H:0.52<0.55
2020-01-03T00:00:00+00:00,ATOM,0.515,BLOCK,,H:0.52<0.55
2020-01-03T00:00:00+00:00,ETH,0.515,BLOCK,,H:0.52<0.55
2020-01-03T00:00:00+00:00,XRP,0.515,BLOCK,,H:0.52<0.55
2020-01-03T00:00:00+00:00,ETC,0.515,BLOCK,,H:0.52<0.55
2020-01-03T00:00:00+00:00,TRX,0.515,BLOCK,,H:0.52<0.55
2020-01-03T00:00:00+00:00,XLM,0.515,BLOCK,,H:0.52<0.55
2020-01-03T00:00:00+00:00,FIL,0.45499999999999996,BLOCK,,H:0.45<0.55
2020-01-03T00:00:00+00:00,ADA,0.515,BLOCK,,H:0.52<0.55
2020-01-03T00:00:00+00:00,LTC,0.515,BLOCK,,H:0.52<0.55
2020-01-03T00:00:00+00:00,DOGE,0.545,BLOCK,,H:0.55<0.55
2020-01-03T00:00:00+00:00,LINK,0.515,BLOCK,,H:0.52<0.55
2020-01-03T00:00:00+00:00,ALGO,0.515,BLOCK,,H:0.52<0.55
2020-01-03T00:00:00+00:00,BTC,0.515,BLOCK,,H:0.52<0.55
2020-01-03T00:00:00+00:00,VET,0.515,BLOCK,,H:0.52<0.55
2020-01-03T00:00:00+00:00,UNI,0.45499999999999996,BLOCK,,H:0.45<0.55
2020-01-03T00:00:00+00:00,MATIC,0.515,BLOCK,,H:0.52<0.55
2020-01-03T05:00:00+00:00,VTI,0.515,BLOCK,,H:0.52<0.55
2020-01-03T05:00:00+00:00,ASML,0.515,BLOCK,,H:0.52<0.55
2020-01-03T05:00:00+00:00,AAPL,0.515,BLOCK,,H:0.52<0.55
2020-01-03T05:00:00+00:00,TTE,0.515,BLOCK,,H:0.52<0.55
2020-01-03T05:00:00+00:00,MSFT,0.515,BLOCK,,H:0.52<0.55
2020-01-03T05:00:00+00:00,ZM,0.515,BLOCK,,H:0.52<0.55
2020-01-03T05:00:00+00:00,EFA,0.515,BLOCK,,H:0.52<0.55
2020-01-03T05:00:00+00:00,GLD,0.515,BLOCK,,H:0.52<0.55
2020-01-03T05:00:00+00:00,AMD,0.515,BLOCK,,H:0.52<0.55
2020-01-03T05:00:00+00:00,SAP,0.545,BLOCK,,H:0.55<0.55
2020-01-03T05:00:00+00:00,META,0.515,BLOCK,,H:0.52<0.55
2020-01-03T05:00:00+00:00,ADBE,0.515,BLOCK,,H:0.52<0.55
2020-01-03T05:00:00+00:00,TLT,0.545,BLOCK,,H:0.55<0.55
2020-01-03T05:00:00+00:00,CRM,0.515,BLOCK,,H:0.52<0.55
2020-01-03T05:00:00+00:00,SHEL,0.515,BLOCK,,H:0.52<0.55
